Batch,ResponseId,con.reveal,con.precise,con.sequence,total_bonus,total_pay,difficulty,strategy,strategy_9_TEXT,adviceNoticed,adviceFeeling,rationaleFeeling,adviceIncorporate,adviceThoughts,bestTip,driversLicense,cars,similarGames,freqDrive,attention,nav,navDeviation,gender,gender_3_TEXT,age,degree,employment,location,otherComments,advicePrecision,adviceSummary
6,R_3gc4z4Vtv9pcXQS,0,2,2,2.95,6.95,Slightly difficult,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,"",Yes,Slightly positive,"",Generally followed the advice but deviated sometimes when I thought I had a better strategy,"I realized it was just telling me to charge enough to get to the next stop, so I ignored it at least once when I wanted to combine trips.",Combine the two maximum times and add one or two extra minutes when you charge. That way you don't have to stop after every stop to recharge.,Yes,Only non-electric or hybrid car(s),Never,2-3 times a week,Once in a while,About half the time,Rarely,Female,"",45-54,Some college,Employed part time,"Kennesaw, GA","",Type A would be moderately better,The advice usually said I should charge just enough to get to the next stop.
6,R_6BwpicI5ciEVMEF,0,2,2,0,4,Moderately difficult,Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,"",Yes,Slightly positive,"",Generally followed the advice but deviated sometimes when I thought I had a better strategy,i thought i had a better strategy,my performance was really bad so i do not really think my advice is good.,Yes,Only non-electric or hybrid car(s),2-3 times a week,2-3 times a week,Once in a while,Rarely,Usually,Male,"",35-44,Master's,Employed full time,norfolk,"",Type B would be moderately better,there were mostly accurate and good
6,R_3VuycF4KIF6afPb,0,2,1,0.4,4.4,Moderately difficult,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,"",Yes,Slightly positive,"",Generally followed the advice but deviated sometimes when I thought I had a better strategy,it made sense to me so i actually incorporated it into my strategy,pay attention to the charge time left,Yes,Only non-electric or hybrid car(s),2-3 times a week,2-3 times a week,Once in a while,Usually,Usually,Male,"",35-44,Master's,Employed full time,virginia,"",Type B would be moderately better,it was good advice
6,R_34cIpwDNaRnMcB8,1,1,1,2.25,6.25,Slightly difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Moderately positive,Moderately positive,Generally followed the advice but deviated sometimes when I thought I had a better strategy,I choose to incorporate the advice because it made my strategy better,when you are at the last stop dont gamble with the charging time,Yes,Both non-electric or hybrid and fully electric cars,Never,Daily,Once in a while,About half the time,Rarely,Male,"",35-44,4 year degree,Employed full time,"Richmond, VA","",Type B would be slightly better,To either change enough for one stop or two stops
6,R_1kGlX5K256aFaLZ,0,1,1,0,4,Slightly difficult,"Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Slightly positive,"",Generally followed the advice but deviated sometimes when I thought I had a better strategy,I wanted to use mine,always charge at this stop enough to cover just this road segment,Yes,Both non-electric or hybrid and fully electric cars,2-3 times a week,Once in a while,Once a week,About half the time,Rarely,Male,"",35-44,Professional degree,Employed full time,"Boston, MA","",Both would be equally good,I was adviced to charge enough to cover just this road segment
6,R_14aGNVdif4rsWeR,0,3,1,0,4,Extremely difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments","",Yes,Slightly positive,"",Generally followed the advice but deviated sometimes when I thought I had a better strategy,the help was not that important,"It was difficult to decide when to recharge, I tried but I couldn't reach the finish line properly.",Yes,Only non-electric or hybrid car(s),Never,Daily,Once in a while,About half the time,About half the time,Female,"",25-34,Master's,Employed full time," San Francisco, CA","",Type B would be slightly better,They were recommendations on how much percentage to recharge
6,R_62flpNXRKEboomk,1,1,1,1.55,5.55,Slightly difficult,Tried to charge just enough for the next stop to aim for faster charging,"",Yes,Extremely positive,Extremely positive,Always followed the AI advice closely,I INCORPORATED THE ADVICE BECAUSE IT WAS QUITE ACCURATE AND CORRECT. ALSO WHEN I INCORPORATED IT THE FIRST TIME IT WORKED. I ALSO DID MY CALCULATIONS AND THE ADVICE ALIGNED WITH MY CALCULATIONS,THE TIP COULD BE CLEARER AS THE ADVICE OR TIP GIVEN TO ME SHOULD HAVE STATED EXACTLY HOW MUCH PERCENT FOR ME TO CHARGE AT EACH STOP,Yes,Both non-electric or hybrid and fully electric cars,Once a month,Daily,Once in a while,Usually,Rarely,Female,"",25-34,Master's,Employed full time,"OAKLAND, CALIFORNIA.",NONE,Type A would be much better,"THE ADVICE TOLD ME WHEN TO CHARGE AND GAVE ME A RATIONALE BEHIND EVERY ADVICE. THE ADVICE STATED TO CHARGE WHEN TRAFFIC WAS LIGHT AS THE CHARGING TIME IS QUICKER AND COSTS LESS MINUTES AND THE ADVICE ALSO STATED WHEN TO CHARGE JUST ENOUGH TO GET ME TO ANOTHER STOP. IT ALSO STATED WHEN I SHOULD NOT ATTEMPT CHARGING AT ANY POINT
"
6,R_1VabpQMQZ9KNofJ,1,3,2,2.3,6.3,Slightly difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Extremely positive,Extremely positive,Always followed the AI advice closely,I just decided to follow the advice and noticed it worked for me,"I think if past mistakes were visible, this will allow the players make more informed choices",Yes,Only non-electric or hybrid car(s),Never,Daily,Once in a while,Usually,Rarely,Male,"",25-34,4 year degree,Employed full time,Texas,"",Type A would be much better,I will say the advice was helpful as it made me play the game somewhat better
6,R_1rf9u4MWPyVkxIb,1,2,2,4.1,8.1,Slightly difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments","",Yes,Moderately positive,Moderately positive,Always followed the AI advice closely,Because the idea is progressive and it saves me time,Do not over charge and also know when to charge for two segment,Yes,Both non-electric or hybrid and fully electric cars,Once in a while,4-6 times a week,Once in a while,Always,Rarely,Female,"",35-44,Doctorate,Employed full time,California,"",Both would be equally good," to charge multiple road segment if they are lower than 50 percent , to charge just enough for a road segment "
6,R_1sQJ8pdV6UJSZql,0,1,2,1.4,5.4,Moderately difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Charged more than necessary since it’s difficult to anticipate all the exits","",Yes,Extremely positive,"",Always followed the AI advice closely,It seemed trustworthy and helpful,pay attention to the time increases!,Yes,Only non-electric or hybrid car(s),Once in a while,2-3 times a week,Once in a while,Rarely,Rarely,Male,"",45-54,Some college,Employed part time,"Apple Valley, California",No. It was fun! Thank you!,Type B would be much better,Helped for when to stop or how long I should charge for if I did
6,R_7rceCIHGXKk1j4i,1,1,2,0.4,4.4,Extremely difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging,Charged more than necessary since it’s difficult to anticipate all the exits","",Yes,Moderately positive,Moderately positive,Always followed the AI advice closely,"Considering I didn't do so well in the previous rounds, I decided to follow the advice to see how I would fair.",The overall explanation of the game was fine. It's the actually playing part and getting it right that was hard. I'm not sure what else to offer in getting better results there.,Yes,Only non-electric or hybrid car(s),Once in a while,2-3 times a week,Once in a while,About half the time,Rarely,Female,"",35-44,Master's,Unemployed looking for work,"Falls Church, VA","Even though I did poorly in this game, I had fun playing it. Thanks for the invite. :D",Type A would be much better,"They offered when to charge and not to charge. Plus, they also gave you an explaination on why it was beneficial to charge at that point."
6,R_63Nikivnbms9C8h,1,3,1,1.9,5.9,Moderately difficult,Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,"",Yes,Extremely positive,Extremely positive,Always followed the AI advice closely,I noticed it was the best for managing travel time,I think you will have to do your best to consider travel time and traffic for the next stop and decide on how to minimize it without running out of charge,Yes,Only non-electric or hybrid car(s),Never,Daily,Once in a while,Usually,Rarely,Male,"",18-24,4 year degree,Employed part time,"Adelphi, Maryland","",Type A would be much better,The advice was the best decision to minimize travel time and not run out of charge
6,R_5FqyFbRlkfz4SeT,0,3,1,2.45,6.45,Moderately easy,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Extremely positive,"",Generally followed the advice but deviated sometimes when I thought I had a better strategy,"I was trying to use less energy on the 5th one, but that was a mistake.",The advice you're providing right now is great.,No and never had one,No,Never,Never,Once in a while,Never,Never,Female,"",35-44,Professional degree,Employed full time,"New York, New York","",Type A would be much better,To charge the exact percentage you need to reach the next stop.
6,R_3tGasTOSAWb1ko9,1,3,1,1.95,5.95,Slightly difficult,Tried to charge just enough for the next stop to aim for faster charging,"",Yes,Extremely positive,Moderately positive,Always followed the AI advice closely,I choose to follow because I was doing poorly first 2 rounds,No tip. The advice given was very helpful,Yes,Only non-electric or hybrid car(s),Once in a while,Daily,Once in a while,Usually,Never,Female,"",25-34,4 year degree,Employed full time,Alameda CA,"",Type A would be much better,Guiding how much to charge and if I should stop or not
6,R_1zbH8lRWL7K6rTn,1,2,2,2.4,6.4,Slightly difficult,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,"",Yes,Moderately positive,Slightly positive,Generally followed the advice but deviated sometimes when I thought I had a better strategy,I needed more help and strategies after two rounds of game,Calculate two to three stops ahead in order to know how much to charge and to avoid 300 minutes for penalty for insufficient charge.,Yes,Only non-electric or hybrid car(s),Once in a while,4-6 times a week,Once in a while,Rarely,Rarely,Male,"",35-44,Master's,Employed full time,Georgia/United States of America,interesting survey,Type A would be slightly better,The advice was very helpful.
6,R_6y1lOyXFoXtRqxH,0,3,1,1.5,5.5,Neither easy nor difficult,"Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Extremely positive,"",Generally followed the advice but deviated sometimes when I thought I had a better strategy,it took into considerations the journey,this works just fine,Yes,Only non-electric or hybrid car(s),Never,4-6 times a week,Once in a while,Usually,About half the time,Female,"",25-34,Master's,Employed full time,Houston texas,Was a great game,Type A would be much better,it was optimum
6,R_2EckffQbvFtXS6y,0,1,2,1.5,5.5,Slightly difficult,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,"",Yes,Moderately positive,"",Always followed the AI advice closely,I choose to incorporate the advice because I felt the AI would know better and would give a better outcome.,A more precise or range should be included in the advice on what to charge for a particular round.,Yes,Only non-electric or hybrid car(s),Once in a while,Once a week,Once in a while,About half the time,Rarely,Male,"",35-44,Master's,Employed full time,"Astoria, New York","",Type A would be much better,"I was advised to charge for the round or not to charge for that particular round. In a few instances, I was adviced to charge for the present round and a next round."
6,R_6OiVpufXVoyNGIE,0,2,1,2.25,6.25,Slightly difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging,Charged more than necessary since it’s difficult to anticipate all the exits","",Yes,Slightly positive,"",Always followed the AI advice closely,The suggestions made logical sense so I used the advice.,What worked best for me was to charge to 50% at stop 0. This charge would get me to stop 3 (most of the time). Then for the last half of the trip charge just enough to get to the next stop each time.,Yes,Only non-electric or hybrid car(s),Once in a while,Daily,Once in a while,About half the time,Rarely,Male,"",35-44,Some college,Employed full time,"Riverside, California","",Type A would be much better,I noticed messages saying either to charge just enough to get to the next stop or not to charge at the current stop
7,R_7o15Mj7aWqpIpBn,0,1,2,1.3,5.3,Moderately difficult,Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,"",Yes,Extremely positive,"",Always followed the AI advice closely,"Well, I wasn't doing well on my own, so thought I'd take the advice.",I can't think of anything.,Yes,Only non-electric or hybrid car(s),Once in a while,4-6 times a week,Once in a while,About half the time,Rarely,Male,"",45-54,4 year degree,Employed full time,"Jacksonville, Florida","",Type B would be moderately better,"Basically the advice either told me not to charge, to charge just enough, or charge extra. It was very helpful, actually."
7,R_3OUfp0uTfl6Yi8t,0,2,2,2.6,6.6,Slightly easy,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments","",Yes,Moderately positive,"",Always followed the AI advice closely,I felt like it was good advice.,I always took into consideration the worst case scenario.  I only combined 2 stops if it was around 50%.,Yes,No,Never,Once a week,Once in a while,Rarely,Rarely,Female,"",45-54,High school graduate,Employed part time,"Atwater, CA","",Type B would be moderately better,They recommended charging enough for the first 2 stops and then charge just enough for each additional stop.
7,R_6tPONPf6pLulew1,0,2,2,0.2,4.2,Slightly difficult,Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,"",Yes,Moderately positive,"",Always followed the AI advice closely,I trusted the AI calculations.,Pay attention to the charge and how long the trip may take.,Yes,Only non-electric or hybrid car(s),Never,4-6 times a week,Once in a while,About half the time,Rarely,Female,"",45-54,Some college,Unemployed not looking for work,"Honey Brook, PA","",Type A would be much better,Advised not stopping to charge.
7,R_1DJgb5I2ox4auMi,1,3,1,3.2,7.2,Slightly difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Moderately positive,Moderately positive,Always followed the AI advice closely,"The first time I just wanted to see how well it worked, and since it worked well, I did it again.",I don't know.,Yes,Only non-electric or hybrid car(s),Never,4-6 times a week,Once in a while,About half the time,Rarely,Female,"",35-44,Doctorate,Employed full time,"Hillsdale, MI","",Type B would be slightly better,To minimize travel time by charging only as much as needed.
7,R_5nT2tefvQuHS1nM,1,1,2,0.2,4.2,Slightly difficult,"Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging,Charged more than necessary since it’s difficult to anticipate all the exits","",Yes,Moderately positive,Extremely positive,Generally followed the advice but deviated sometimes when I thought I had a better strategy,The advice made sense for the scenarios so I choose to follow the suggestions.,Pay attention to the general amount of time a trip between stops takes and how much charge is used during that trip. It may help you more quickly gauge if you can or cannot continue with or without charging.,No and never had one,No,Never,Never,Once in a while,Rarely,Never,Male,"",25-34,Some college,Employed full time,"San Diego, CA","",Type B would be moderately better,I was advised to maximize my charge to avoid wasting time making multiple charges.
7,R_7KBDmHUnKpEAUuy,0,2,1,3.8,7.8,Moderately difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments","",Yes,Slightly positive,"",Generally followed the advice but deviated sometimes when I thought I had a better strategy,I mostly followed the AI advice except when it deviated from my previous strategy that had worked pretty well for me,"If the math was explained fully, like """"if you choose to charge for two sections here, and charge for maximum traffic anticipated, you will arrive X amount sooner or later than if you charge twice and just charge enough to cover each segment""""",Yes,No,Never,4-6 times a week,Once in a while,Rarely,Rarely,Female,"",25-34,Some college,Employed full time,"Kansas City, Missouri",appreciate the bonuses! thanks!,Type B would be moderately better,"it was the AI advice for when to stop and charge, and if I should combine two road segments or just charge as much as needed for one exit, factoring in maximum possible travel time with traffic"
7,R_3M08iUVGUSuS2to,0,1,1,1.7,5.7,Moderately difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Moderately positive,"",Always followed the AI advice closely,I didnt have a good strategy and it made sense.,Charge longer when traffic is light to get at least two stops,Yes,Only non-electric or hybrid car(s),Never,Daily,Once in a while,About half the time,Rarely,Male,"",35-44,4 year degree,Employed full time,"Defiance, Ohio","",Type B would be much better,If traffic is heavier charge for the next stop only. If it's light charge for 2.
7,R_1hznr4FFA2Zo5Ja,0,3,2,2.8,6.8,Slightly easy,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments","",Yes,Slightly positive,"",Generally followed the advice but deviated sometimes when I thought I had a better strategy,"I'm not sure, just my feeling at the time","I think if there's a long segment after a short one, just charge enough for the short segment and then charge for the long one. If there are two short segments, charge enough for both.",Yes,Only non-electric or hybrid car(s),Never,Daily,Once in a while,Usually,About half the time,Female,"",35-44,Some college,Unemployed not looking for work,Montana,"",Type B would be moderately better,Most of it was advising to charge just enough to get through the next segment
7,R_7mVNTsZq1eYunH5,1,3,2,3.9,7.9,Slightly easy,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Extremely positive,Extremely positive,Always followed the AI advice closely,It worked and made sense when taking into account the longer charging time for higher numbers and the automatic 30 minute addition everytime you needed to charge.,Charge for multiple stops if the sum of their minutes combined is equal to/under 50%.,Yes,Only non-electric or hybrid car(s),Once in a while,4-6 times a week,Once in a while,About half the time,Rarely,Male,"",18-24,2 year degree,Employed full time,"New Port Richey, Florida","",Type A would be slightly better,"If the sum of two stops is equal to/less than 50%, charge up just enough to go through the both of them without stopping."
7,R_1mkmfwrjVU8Fo3O,1,2,2,2.4,6.4,Slightly difficult,"Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Moderately positive,Moderately positive,Generally followed the advice but deviated sometimes when I thought I had a better strategy,"It was early on and i realized my strategy to charge every time to just the bare minimum to pass was not working within the point system, so I was all ears for the advice. I did a bit of math on the time and noticed it would get me with in the .02 & .04 bonus range, so I thought it was a good start and to refine from there.","I think going an over a few percentage points every stop before a reset (a point where you need to fill to 100 to hedge against worst case) is ideal. it allows you to coast the last round without a need for charge. Also don't be afraid to take risks there was points where I knew if it rolled worst case, I would not have enough charge, but I believed and the rng played in my favor.",Yes,Both non-electric or hybrid and fully electric cars,Never,2-3 times a week,Once in a while,Rarely,Rarely,Male,"",35-44,4 year degree,Employed full time,"Boston, Massachussets","Thanks for the opportunity to participate in this study was a lot of fun. Wish you all the best. Also, for future """"me's"""" please say no units got me confused on the first comp check.",Type B would be moderately better,The advice given was to always look at the next two stops and do the math so you could get it in one swoop without needing to charge.
7,R_3LXQCRtAFiZY6Sn,1,1,2,1.8,5.8,Moderately difficult,Tried to charge just enough for the next stop to aim for faster charging,"",Yes,Moderately positive,Moderately positive,Generally followed the advice but deviated sometimes when I thought I had a better strategy,"I mostly thought the advice made sense, but I thought in some cases charging more than 50% would save time at the next stop.",Charge more than you think you'll need.,Yes,Only non-electric or hybrid car(s),Never,4-6 times a week,Once in a while,Rarely,Rarely,Female,"",35-44,2 year degree,Employed part time,"Flint, MI","",Type A would be moderately better,It advised that charging to 50% would take less time when charging was necessary to reach the next stop.
7,R_3DtGjouy3FUlzJN,1,3,1,1.7,5.7,Moderately difficult,Charged more than necessary since it’s difficult to anticipate all the exits,"",Yes,Extremely positive,Extremely positive,Always followed the AI advice closely,I followed the advice because I assumed the AI would know more about number strategy and estimations than I would.,I don't think the advice/tips could improve.  The advice was perfect and had just enough gas to make it to each stop. I would say the best advice to players would be to follow that advice structure given for the whole experiment.,Yes,Only non-electric or hybrid car(s),Never,Daily,Once in a while,Rarely,Rarely,Female,"",25-34,4 year degree,Employed full time,"Las Cruces, New Mexico","Hope you have a great summer, too!  Say cool out there!",Type A would be moderately better,The advice mentioned when to stop and exactly how much to charge the car.
7,R_7NPAV40f6U9MPWG,0,3,2,2.8,6.8,Moderately difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments","",Yes,Slightly positive,"",Generally followed the advice but deviated sometimes when I thought I had a better strategy,If the advice seemed to make sense I followed it.,"Charging all the way to 100 takes a lot of time, but each charge also has a setup time, so try to charge a moderate amount to be able to cover multiple segments on a single charge when possible.",Yes,Only non-electric or hybrid car(s),Once in a while,Once in a while,Once in a while,About half the time,Rarely,Male,"",45-54,4 year degree,Employed part time,"Eugene, OR","It would have been helpful to have the fact that you're starting from 0 charge on the first segment made more clear, it's a bit counterintuitive to be starting a trip on empty.",Type B would be much better,"It suggested charging a certain amount at one stop when I would likely need it, and recommended not charging when I had more than enough charge to make it to the next stop.
"
7,R_3mCIHwkFoZ0M9RT,0,3,2,3.1,7.1,Slightly difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Moderately positive,"",Always followed the AI advice closely,I noticed that the amount of charge given by the advice matched the amount of charge I needed to reach the next stop if traffic was at the maximum. This sounded like sound advice to me.,Increase charge to avoid running out of charge if the maximum amount of traffic is present.,Yes,Only non-electric or hybrid car(s),Never,2-3 times a week,Once in a while,Rarely,Rarely,Male,"",45-54,4 year degree,Unemployed not looking for work,"Glendora, CA","",Type A would be slightly better,I was advised to charge enough to cover the maximum possible time to the next stop.
7,R_6xFVcFvxsXfITJk,1,3,1,2.85,6.85,Extremely easy,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Extremely positive,Extremely positive,Always followed the AI advice closely,"Again, it was what I was already doing anyway so when it was there, I followed it.",I can't think of anything. It was pretty easy once I figured out how it worked exactly.,Yes,Only non-electric or hybrid car(s),Never,Daily,Once in a while,Rarely,Rarely,Female,"",35-44,Some college,Employed full time,"Glenpool, OK","",Type A would be much better,It was telling me to do what I was already doing.
7,R_1CIxMruoR9IUjkW,1,1,1,0.4,4.4,Slightly easy,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Extremely positive,Extremely positive,Generally followed the advice but deviated sometimes when I thought I had a better strategy,What made me choose whether or not to incorporate the advice into my strategy was how useful it was in the situation I was in at the time.,I think the simplest but most useful advice I can give to other players is to analyze the situation they are in and make the best possible decisions based on their own reasoning.,Yes,Only non-electric or hybrid car(s),Never,Daily,Once in a while,About half the time,Rarely,Male,"",35-44,4 year degree,Employed full time,New York,"",Type B would be much better,"The advice I received was based on where I should charge to get to the next station satisfactorily, the first advice was that I should not charge at that stop because charging was relatively slow and the second advice was that I should charge extra."
7,R_67VThtMi2GhZRwT,1,2,1,1.2,5.2,Neither easy nor difficult,Tried to charge just enough for the next stop to aim for faster charging,"",Yes,Neither positive nor negative,Slightly positive,Generally followed the advice but deviated sometimes when I thought I had a better strategy,Based on not having enough charge to make it,Charge during traffic,Yes,Only non-electric or hybrid car(s),Once in a while,Once a month,Once a week,About half the time,About half the time,Male,"",25-34,4 year degree,Employed full time,"","",Both would be equally good,To charge where traffic was and to charge to full
7,R_790xLdWQUBcLC58,0,2,1,0.4,4.4,Extremely difficult,"Tried to charge just enough for the next stop to aim for faster charging,Charged more than necessary since it’s difficult to anticipate all the exits","",Yes,Extremely negative,"",Always followed the AI advice closely,I thought the AI could help because I was failing before. I ended up failing regardless.,Just try your best.,No and never had one,No,Never,Never,Once in a while,Usually,Rarely,Male,"",25-34,High school graduate,Employed full time,"Philadelphia, PA",No,Type A would be much better,The advice said to cover the first two stops with one charge then charge for each stop.
7,R_6Eo4o7hvffxJ129,0,1,2,0.4,4.4,Extremely difficult,Charged more than necessary since it’s difficult to anticipate all the exits,"",Yes,Slightly positive,"",Generally followed the advice but deviated sometimes when I thought I had a better strategy,depended on whether I believed the ai results,not sure,Yes,Only non-electric or hybrid car(s),Never,Daily,Once in a while,Usually,About half the time,Female,"",45-54,Master's,Employed part time,"Allendale, NJ","",Type A would be much better,it recommended when I should stop
7,R_1EmjuRGyt7BuMdy,0,2,1,1.15,5.15,Slightly easy,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Slightly positive,"",Always followed the AI advice closely,made the quest make more sense,charge enough to skip next stop,Yes,Only non-electric or hybrid car(s),Daily,Daily,Once in a while,About half the time,Rarely,Female,"",45-54,Some college,Employed full time,"lancaster, pennsylvania",n/a,Type B would be moderately better,the advise was helpful as it gave advice on wether or not to make a stop or not.
7,R_1FL6dC9P2wg6Uwe,0,3,1,2.85,6.85,Moderately easy,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Extremely positive,"",Always followed the AI advice closely,This seemed like the best strategy to take in order to get to the destination in the fastest time possible.,"Charge just enough to cover the current round, considering the maximum amount of time traffic could take combined with the travel time.",Yes,Only non-electric or hybrid car(s),Once in a while,Daily,Once in a while,About half the time,About half the time,Female,"",25-34,Master's,Employed full time,"Charlottesville, Virginia","",Type A would be moderately better,"The advice was to charge just enough to cover the current round, considering the maximum amount of time traffic could take combined with the travel time."
7,R_7LvS6i4X8mosNaU,0,1,2,1.2,5.2,Slightly difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments","",Yes,Slightly positive,"",Generally followed the advice but deviated sometimes when I thought I had a better strategy,"I had little experience with the game and hadn't thought of my own strategy, so I decided to try the AI's strategy.",Take time in advance to preview the road segments and their various lengths/traffic amounts,Yes,Only non-electric or hybrid car(s),Once in a while,Daily,Once in a while,About half the time,About half the time,Female,"",18-24,Less than high school,Student,"Seattle, Washington","",Type A would be moderately better,The advice generally recommended minimizing the stops I took to charge (by charging my car enough to make it through multiple stops).
7,R_765sDzGbcdV8EJ2,1,1,2,2.2,6.2,Moderately easy,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments","",Yes,Moderately positive,Neither positive nor negative,Generally followed the advice but deviated sometimes when I thought I had a better strategy,"whether it seemd good or not. your 50% and below was a little off. 40-50 each % increased by 3 min. this continues to about 75ish so 75 was actually viable. Not sure the per minute on the lowest levels (its cumbersome to check every number individually, I tried using the arrow keys to move the slider one a t a time but didnt work)","Im not sure what to say, when you mean what was shown if your referring to the advice Id say its fine no need to change, but for battery charge a verticle table showing time to charge in 5 min intervals (as a reference) could be useful (to see the rate of change)",No and never had one,No,Never,Never,Once in a while,Never,Never,Male,"",35-44,High school graduate,Unemployed not looking for work,"howell, MI","something Id rather mention externally as to not drive the average time up. but one thing, for suggested routes since I dont drive Im not sure what to put, but Id honestly follow it cause Im confidant in my ability to get lost (probably due to lack of familiarity for one)",Both would be equally good,"not sure what you mean to summarize- it basically suggested if we should stop at a particular stop (and repeated for each stop, not showing all suggestions at once probably incase we ignore one cause that could cause a mistake). and of course provided a reasoning for it to"
7,R_1iCon7MPxt402dG,1,1,2,1.95,5.95,Slightly difficult,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,"",Yes,Extremely positive,Extremely positive,Always followed the AI advice closely,"Numbers don't lie and when I saw that the advice was helping me, I decided to incorporate it each time.","Add up the minutes and then subtract the gas you already still have. Do not forget that you might still have a certain amount of gas, because you don't want to fill up more than you need or it costs more time.",Yes,Only non-electric or hybrid car(s),Never,Daily,Once in a while,About half the time,Rarely,Female,"",35-44,Some college,Employed full time,Springfield Missouri,"",Type A would be much better,The advice was very helpful and cut my time significantly.
